topic,index
5,7048
0,7049
0,7050
0,7051
3,7052
0,7053
4,7054
8,7055
2,7056
0,7057
0,7058
0,7059
4,7060
7,7061
0,7062
0,7063
2,7064
0,7065
6,7066
0,7067
0,7068
0,7069
0,7070
0,7071
7,7072
0,7073
0,7074
0,7075
4,7076
7,7077
0,7078
5,7079
3,7080
2,7081
0,7082
4,7083
3,7084
0,7085
8,7086
0,7087
0,7088
3,7089
0,7090
4,7091
3,7092
7,7093
0,7094
0,7095
0,7096
0,7097
0,7098
0,7099
3,7100
0,7101
0,7102
0,7103
0,7104
0,7105
0,7106
0,7107
2,7108
0,7109
7,7110
0,7111
0,7112
2,7113
0,7114
2,7115
8,7116
8,7117
0,7118
0,7119
5,7120
5,7121
2,7122
0,7123
3,7124
2,7125
0,7126
3,7127
7,7128
2,7129
8,7130
0,7131
0,7132
0,7133
4,7134
6,7135
0,7136
0,7137
8,7138
0,7139
6,7140
0,7141
0,7142
3,7143
0,7144
0,7145
0,7146
7,7147
7,7148
0,7149
6,7150
8,7151
8,7152
0,7153
5,7154
0,7155
0,7156
4,7157
0,7158
0,7159
8,7160
3,7161
4,7162
1,7163
0,7164
0,7165
1,7166
2,7167
0,7168
0,7169
1,7170
4,7171
4,7172
3,7173
4,7174
0,7175
3,7176
5,7177
4,7178
5,7179
5,7180
7,7181
0,7182
0,7183
4,7184
0,7185
7,7186
5,7187
3,7188
0,7189
4,7190
6,7191
6,7192
0,7193
8,7194
4,7195
8,7196
8,7197
7,7198
0,7199
4,7200
0,7201
0,7202
4,7203
6,7204
0,7205
4,7206
0,7207
2,7208
7,7209
1,7210
0,7211
0,7212
0,7213
0,7214
4,7215
2,7216
0,7217
0,7218
0,7219
5,7220
0,7221
5,7222
6,7223
2,7224
8,7225
7,7226
2,7227
0,7228
3,7229
5,7230
0,7231
5,7232
0,7233
0,7234
4,7235
0,7236
0,7237
0,7238
0,7239
0,7240
2,7241
0,7242
0,7243
1,7244
0,7245
0,7246
0,7247
0,7248
1,7249
0,7250
6,7251
0,7252
8,7253
8,7254
2,7255
1,7256
0,7257
0,7258
2,7259
1,7260
0,7261
6,7262
0,7263
8,7264
0,7265
4,7266
4,7267
0,7268
7,7269
4,7270
6,7271
2,7272
0,7273
0,7274
2,7275
6,7276
0,7277
5,7278
0,7279
0,7280
5,7281
0,7282
0,7283
4,7284
2,7285
0,7286
0,7287
2,7288
8,7289
0,7290
0,7291
0,7292
0,7293
0,7294
0,7295
0,7296
7,7297
0,7298
5,7299
0,7300
5,7301
2,7302
0,7303
8,7304
0,7305
1,7306
4,7307
0,7308
4,7309
4,7310
3,7311
4,7312
5,7313
0,7314
0,7315
3,7316
5,7317
0,7318
5,7319
0,7320
8,7321
0,7322
0,7323
0,7324
0,7325
0,7326
7,7327
2,7328
1,7329
0,7330
5,7331
4,7332
8,7333
0,7334
2,7335
0,7336
6,7337
5,7338
2,7339
0,7340
0,7341
0,7342
0,7343
8,7344
0,7345
2,7346
6,7347
4,7348
0,7349
0,7350
0,7351
0,7352
0,7353
0,7354
0,7355
5,7356
5,7357
0,7358
7,7359
0,7360
0,7361
0,7362
0,7363
0,7364
0,7365
0,7366
1,7367
0,7368
0,7369
0,7370
2,7371
7,7372
5,7373
0,7374
0,7375
0,7376
0,7377
3,7378
0,7379
0,7380
0,7381
0,7382
0,7383
0,7384
2,7385
2,7386
3,7387
8,7388
0,7389
0,7390
6,7391
2,7392
3,7393
2,7394
2,7395
8,7396
0,7397
0,7398
3,7399
0,7400
0,7401
1,7402
0,7403
8,7404
3,7405
6,7406
4,7407
0,7408
0,7409
5,7410
4,7411
0,7412
3,7413
0,7414
0,7415
8,7416
5,7417
4,7418
2,7419
0,7420
0,7421
0,7422
0,7423
4,7424
3,7425
4,7426
1,7427
0,7428
4,7429
0,7430
2,7431
2,7432
8,7433
0,7434
0,7435
3,7436
0,7437
0,7438
0,7439
1,7440
6,7441
6,7442
0,7443
4,7444
2,7445
0,7446
2,7447
4,7448
0,7449
2,7450
7,7451
6,7452
1,7453
8,7454
0,7455
8,7456
6,7457
8,7458
0,7459
8,7460
2,7461
0,7462
6,7463
0,7464
1,7465
0,7466
6,7467
6,7468
0,7469
2,7470
7,7471
0,7472
0,7473
0,7474
1,7475
0,7476
0,7477
0,7478
0,7479
0,7480
7,7481
7,7482
0,7483
5,7484
2,7485
0,7486
5,7487
0,7488
0,7489
0,7490
3,7491
0,7492
0,7493
0,7494
0,7495
0,7496
3,7497
0,7498
0,7499
0,7500
7,7501
0,7502
0,7503
0,7504
0,7505
6,7506
5,7507
4,7508
0,7509
0,7510
0,7511
0,7512
6,7513
0,7514
2,7515
0,7516
0,7517
0,7518
0,7519
3,7520
0,7521
0,7522
7,7523
0,7524
0,7525
0,7526
3,7527
5,7528
5,7529
0,7530
6,7531
5,7532
0,7533
0,7534
3,7535
0,7536
7,7537
2,7538
5,7539
0,7540
5,7541
8,7542
4,7543
0,7544
0,7545
0,7546
2,7547
0,7548
5,7549
0,7550
3,7551
6,7552
7,7553
0,7554
8,7555
0,7556
0,7557
4,7558
5,7559
0,7560
6,7561
4,7562
1,7563
0,7564
5,7565
6,7566
0,7567
2,7568
3,7569
0,7570
5,7571
6,7572
0,7573
2,7574
2,7575
7,7576
0,7577
0,7578
8,7579
0,7580
0,7581
0,7582
0,7583
0,7584
7,7585
0,7586
0,7587
3,7588
0,7589
0,7590
4,7591
0,7592
0,7593
2,7594
0,7595
2,7596
7,7597
0,7598
3,7599
0,7600
0,7601
0,7602
2,7603
7,7604
8,7605
1,7606
0,7607
1,7608
0,7609
8,7610
0,7611
0,7612
0,7613
0,7614
4,7615
4,7616
7,7617
0,7618
0,7619
0,7620
0,7621
0,7622
0,7623
2,7624
3,7625
2,7626
0,7627
3,7628
0,7629
0,7630
1,7631
4,7632
8,7633
8,7634
0,7635
8,7636
4,7637
8,7638
0,7639
2,7640
0,7641
2,7642
4,7643
0,7644
5,7645
4,7646
0,7647
8,7648
0,7649
0,7650
2,7651
0,7652
0,7653
0,7654
0,7655
0,7656
0,7657
0,7658
4,7659
8,7660
2,7661
0,7662
0,7663
0,7664
0,7665
0,7666
8,7667
3,7668
0,7669
0,7670
1,7671
0,7672
0,7673
5,7674
0,7675
2,7676
3,7677
0,7678
0,7679
0,7680
2,7681
4,7682
2,7683
0,7684
0,7685
0,7686
0,7687
6,7688
0,7689
0,7690
8,7691
0,7692
8,7693
0,7694
3,7695
0,7696
0,7697
4,7698
0,7699
1,7700
0,7701
0,7702
0,7703
6,7704
3,7705
5,7706
3,7707
0,7708
0,7709
1,7710
0,7711
0,7712
0,7713
8,7714
5,7715
5,7716
0,7717
0,7718
0,7719
0,7720
0,7721
0,7722
3,7723
0,7724
0,7725
1,7726
0,7727
7,7728
7,7729
0,7730
0,7731
0,7732
0,7733
2,7734
0,7735
1,7736
0,7737
0,7738
0,7739
8,7740
0,7741
3,7742
4,7743
0,7744
5,7745
0,7746
0,7747
0,7748
0,7749
5,7750
0,7751
0,7752
5,7753
0,7754
3,7755
6,7756
4,7757
3,7758
0,7759
4,7760
7,7761
8,7762
2,7763
0,7764
0,7765
0,7766
0,7767
0,7768
4,7769
0,7770
8,7771
7,7772
0,7773
0,7774
0,7775
0,7776
2,7777
3,7778
0,7779
0,7780
3,7781
0,7782
2,7783
0,7784
0,7785
0,7786
0,7787
7,7788
3,7789
2,7790
5,7791
0,7792
6,7793
1,7794
3,7795
0,7796
0,7797
4,7798
0,7799
2,7800
7,7801
2,7802
0,7803
3,7804
7,7805
0,7806
0,7807
0,7808
0,7809
8,7810
3,7811
8,7812
0,7813
0,7814
8,7815
0,7816
0,7817
3,7818
8,7819
2,7820
8,7821
0,7822
4,7823
0,7824
4,7825
2,7826
4,7827
0,7828
0,7829
5,7830
2,7831
5,7832
0,7833
0,7834
0,7835
2,7836
0,7837
8,7838
0,7839
8,7840
5,7841
0,7842
0,7843
5,7844
0,7845
4,7846
5,7847
0,7848
0,7849
0,7850
8,7851
0,7852
7,7853
0,7854
0,7855
0,7856
2,7857
7,7858
0,7859
2,7860
0,7861
5,7862
0,7863
8,7864
1,7865
3,7866
2,7867
8,7868
3,7869
4,7870
7,7871
6,7872
4,7873
4,7874
4,7875
0,7876
4,7877
0,7878
0,7879
2,7880
0,7881
3,7882
7,7883
4,7884
0,7885
2,7886
2,7887
3,7888
3,7889
3,7890
0,7891
0,7892
8,7893
0,7894
8,7895
6,7896
0,7897
1,7898
0,7899
2,7900
0,7901
0,7902
2,7903
6,7904
0,7905
2,7906
3,7907
5,7908
0,7909
7,7910
0,7911
8,7912
5,7913
0,7914
7,7915
0,7916
4,7917
8,7918
0,7919
8,7920
0,7921
2,7922
5,7923
3,7924
3,7925
2,7926
3,7927
0,7928
0,7929
4,7930
6,7931
0,7932
0,7933
1,7934
0,7935
0,7936
0,7937
4,7938
0,7939
7,7940
0,7941
0,7942
7,7943
0,7944
4,7945
0,7946
4,7947
0,7948
0,7949
4,7950
0,7951
6,7952
0,7953
0,7954
4,7955
2,7956
0,7957
0,7958
3,7959
0,7960
0,7961
3,7962
0,7963
0,7964
4,7965
0,7966
0,7967
1,7968
7,7969
8,7970
0,7971
6,7972
0,7973
0,7974
4,7975
5,7976
0,7977
3,7978
5,7979
2,7980
0,7981
3,7982
0,7983
8,7984
7,7985
0,7986
0,7987
0,7988
0,7989
0,7990
0,7991
6,7992
2,7993
0,7994
2,7995
3,7996
2,7997
0,7998
2,7999
2,8000
0,8001
7,8002
2,8003
0,8004
0,8005
0,8006
0,8007
2,8008
0,8009
0,8010
0,8011
2,8012
6,8013
4,8014
0,8015
8,8016
0,8017
7,8018
0,8019
2,8020
6,8021
4,8022
1,8023
0,8024
3,8025
6,8026
0,8027
2,8028
0,8029
3,8030
2,8031
0,8032
5,8033
8,8034
1,8035
0,8036
0,8037
4,8038
4,8039
0,8040
2,8041
2,8042
3,8043
4,8044
3,8045
2,8046
2,8047
1,8048
8,8049
0,8050
5,8051
3,8052
0,8053
0,8054
7,8055
0,8056
0,8057
0,8058
0,8059
0,8060
0,8061
0,8062
4,8063
5,8064
0,8065
0,8066
8,8067
2,8068
5,8069
0,8070
3,8071
0,8072
0,8073
0,8074
0,8075
0,8076
6,8077
0,8078
0,8079
0,8080
0,8081
3,8082
0,8083
5,8084
0,8085
0,8086
0,8087
4,8088
4,8089
0,8090
4,8091
0,8092
0,8093
0,8094
0,8095
2,8096
8,8097
2,8098
0,8099
2,8100
0,8101
8,8102
8,8103
2,8104
0,8105
0,8106
0,8107
3,8108
0,8109
0,8110
5,8111
0,8112
0,8113
0,8114
4,8115
2,8116
4,8117
2,8118
0,8119
2,8120
0,8121
8,8122
5,8123
7,8124
0,8125
3,8126
0,8127
4,8128
2,8129
0,8130
0,8131
4,8132
1,8133
0,8134
0,8135
4,8136
6,8137
3,8138
4,8139
0,8140
2,8141
0,8142
2,8143
0,8144
3,8145
8,8146
8,8147
0,8148
0,8149
0,8150
8,8151
0,8152
2,8153
4,8154
5,8155
0,8156
0,8157
7,8158
7,8159
0,8160
8,8161
0,8162
8,8163
0,8164
0,8165
0,8166
0,8167
5,8168
6,8169
8,8170
8,8171
0,8172
2,8173
0,8174
4,8175
1,8176
3,8177
0,8178
0,8179
4,8180
1,8181
0,8182
6,8183
0,8184
8,8185
0,8186
6,8187
2,8188
0,8189
3,8190
0,8191
5,8192
3,8193
0,8194
8,8195
5,8196
0,8197
0,8198
0,8199
0,8200
0,8201
0,8202
0,8203
0,8204
0,8205
0,8206
2,8207
6,8208
1,8209
1,8210
8,8211
0,8212
2,8213
0,8214
0,8215
0,8216
4,8217
2,8218
4,8219
8,8220
0,8221
6,8222
0,8223
0,8224
4,8225
0,8226
0,8227
0,8228
0,8229
0,8230
7,8231
6,8232
8,8233
0,8234
4,8235
0,8236
0,8237
0,8238
0,8239
0,8240
0,8241
0,8242
7,8243
0,8244
0,8245
0,8246
0,8247
3,8248
4,8249
0,8250
0,8251
0,8252
0,8253
0,8254
4,8255
0,8256
0,8257
0,8258
0,8259
0,8260
1,8261
7,8262
2,8263
4,8264
0,8265
7,8266
0,8267
3,8268
5,8269
0,8270
0,8271
0,8272
4,8273
3,8274
1,8275
1,8276
3,8277
0,8278
2,8279
7,8280
0,8281
0,8282
0,8283
4,8284
0,8285
6,8286
8,8287
2,8288
0,8289
4,8290
4,8291
0,8292
7,8293
8,8294
0,8295
0,8296
2,8297
0,8298
4,8299
5,8300
0,8301
0,8302
8,8303
3,8304
2,8305
0,8306
7,8307
0,8308
3,8309
5,8310
8,8311
0,8312
2,8313
0,8314
0,8315
3,8316
0,8317
3,8318
0,8319
5,8320
0,8321
0,8322
2,8323
5,8324
4,8325
6,8326
3,8327
0,8328
3,8329
8,8330
0,8331
0,8332
2,8333
1,8334
0,8335
0,8336
8,8337
7,8338
5,8339
5,8340
3,8341
0,8342
2,8343
0,8344
4,8345
0,8346
2,8347
2,8348
0,8349
2,8350
6,8351
3,8352
0,8353
3,8354
2,8355
7,8356
0,8357
0,8358
0,8359
4,8360
0,8361
0,8362
6,8363
8,8364
0,8365
1,8366
4,8367
0,8368
0,8369
2,8370
3,8371
0,8372
0,8373
1,8374
2,8375
3,8376
0,8377
0,8378
0,8379
2,8380
1,8381
3,8382
5,8383
5,8384
4,8385
0,8386
1,8387
5,8388
0,8389
0,8390
7,8391
2,8392
4,8393
8,8394
0,8395
2,8396
1,8397
3,8398
4,8399
1,8400
2,8401
6,8402
5,8403
0,8404
0,8405
0,8406
0,8407
4,8408
0,8409
6,8410
0,8411
0,8412
0,8413
4,8414
0,8415
0,8416
0,8417
0,8418
5,8419
0,8420
0,8421
4,8422
0,8423
6,8424
0,8425
0,8426
0,8427
4,8428
1,8429
4,8430
7,8431
2,8432
0,8433
2,8434
0,8435
0,8436
5,8437
5,8438
4,8439
0,8440
0,8441
0,8442
6,8443
0,8444
0,8445
0,8446
0,8447
5,8448
0,8449
0,8450
4,8451
0,8452
5,8453
5,8454
0,8455
3,8456
6,8457
3,8458
0,8459
8,8460
0,8461
0,8462
0,8463
4,8464
5,8465
3,8466
0,8467
0,8468
2,8469
8,8470
2,8471
0,8472
0,8473
0,8474
3,8475
8,8476
0,8477
0,8478
3,8479
2,8480
0,8481
5,8482
0,8483
6,8484
5,8485
0,8486
0,8487
0,8488
8,8489
7,8490
0,8491
8,8492
5,8493
0,8494
0,8495
3,8496
2,8497
2,8498
8,8499
0,8500
3,8501
1,8502
7,8503
0,8504
7,8505
0,8506
5,8507
0,8508
0,8509
4,8510
3,8511
0,8512
5,8513
0,8514
0,8515
2,8516
0,8517
7,8518
0,8519
0,8520
6,8521
7,8522
0,8523
4,8524
0,8525
0,8526
7,8527
0,8528
0,8529
4,8530
5,8531
7,8532
0,8533
0,8534
0,8535
5,8536
8,8537
4,8538
8,8539
0,8540
0,8541
1,8542
5,8543
0,8544
5,8545
3,8546
0,8547
6,8548
0,8549
0,8550
8,8551
2,8552
8,8553
3,8554
0,8555
0,8556
3,8557
0,8558
0,8559
0,8560
4,8561
8,8562
3,8563
2,8564
0,8565
0,8566
0,8567
0,8568
0,8569
8,8570
6,8571
1,8572
0,8573
8,8574
0,8575
5,8576
0,8577
3,8578
2,8579
1,8580
0,8581
4,8582
0,8583
6,8584
5,8585
0,8586
3,8587
8,8588
5,8589
0,8590
0,8591
3,8592
2,8593
0,8594
2,8595
0,8596
2,8597
0,8598
0,8599
4,8600
3,8601
7,8602
2,8603
8,8604
0,8605
2,8606
0,8607
0,8608
7,8609
4,8610
0,8611
0,8612
0,8613
0,8614
0,8615
7,8616
1,8617
0,8618
4,8619
8,8620
0,8621
4,8622
0,8623
4,8624
3,8625
5,8626
8,8627
1,8628
4,8629
1,8630
8,8631
3,8632
0,8633
2,8634
0,8635
1,8636
8,8637
0,8638
6,8639
0,8640
3,8641
0,8642
0,8643
0,8644
7,8645
0,8646
5,8647
6,8648
3,8649
1,8650
0,8651
2,8652
0,8653
2,8654
0,8655
4,8656
8,8657
3,8658
7,8659
6,8660
3,8661
0,8662
0,8663
0,8664
5,8665
0,8666
0,8667
0,8668
0,8669
0,8670
0,8671
2,8672
0,8673
2,8674
2,8675
0,8676
0,8677
7,8678
4,8679
2,8680
2,8681
0,8682
0,8683
5,8684
0,8685
2,8686
4,8687
6,8688
0,8689
0,8690
0,8691
0,8692
0,8693
0,8694
0,8695
7,8696
8,8697
1,8698
5,8699
0,8700
0,8701
3,8702
2,8703
0,8704
0,8705
0,8706
5,8707
0,8708
0,8709
2,8710
0,8711
0,8712
4,8713
3,8714
1,8715
0,8716
1,8717
6,8718
0,8719
0,8720
6,8721
6,8722
7,8723
2,8724
0,8725
0,8726
6,8727
4,8728
4,8729
1,8730
0,8731
3,8732
0,8733
6,8734
1,8735
0,8736
0,8737
0,8738
0,8739
3,8740
6,8741
4,8742
0,8743
0,8744
6,8745
7,8746
0,8747
0,8748
2,8749
6,8750
0,8751
3,8752
0,8753
0,8754
5,8755
0,8756
0,8757
7,8758
8,8759
1,8760
0,8761
0,8762
0,8763
0,8764
0,8765
1,8766
3,8767
6,8768
2,8769
6,8770
8,8771
0,8772
0,8773
0,8774
8,8775
5,8776
8,8777
6,8778
0,8779
2,8780
0,8781
0,8782
0,8783
7,8784
8,8785
2,8786
0,8787
8,8788
5,8789
0,8790
0,8791
5,8792
1,8793
1,8794
5,8795
0,8796
3,8797
5,8798
3,8799
5,8800
2,8801
2,8802
7,8803
0,8804
0,8805
2,8806
5,8807
3,8808
2,8809
2,8810
2,8811
3,8812
1,8813
3,8814
0,8815
0,8816
3,8817
0,8818
0,8819
3,8820
2,8821
7,8822
0,8823
8,8824
4,8825
2,8826
8,8827
2,8828
2,8829
0,8830
5,8831
2,8832
0,8833
0,8834
2,8835
3,8836
8,8837
0,8838
0,8839
4,8840
2,8841
0,8842
5,8843
5,8844
2,8845
2,8846
1,8847
4,8848
3,8849
0,8850
5,8851
2,8852
5,8853
1,8854
5,8855
0,8856
8,8857
6,8858
2,8859
0,8860
8,8861
1,8862
5,8863
0,8864
0,8865
5,8866
0,8867
8,8868
2,8869
1,8870
1,8871
8,8872
6,8873
4,8874
5,8875
2,8876
0,8877
5,8878
6,8879
2,8880
1,8881
8,8882
0,8883
4,8884
0,8885
0,8886
0,8887
5,8888
8,8889
0,8890
0,8891
0,8892
5,8893
2,8894
2,8895
0,8896
5,8897
1,8898
4,8899
0,8900
0,8901
8,8902
3,8903
8,8904
0,8905
5,8906
3,8907
8,8908
8,8909
7,8910
5,8911
0,8912
0,8913
0,8914
7,8915
8,8916
0,8917
0,8918
2,8919
8,8920
0,8921
2,8922
0,8923
0,8924
3,8925
0,8926
8,8927
0,8928
5,8929
5,8930
0,8931
1,8932
8,8933
0,8934
1,8935
5,8936
8,8937
8,8938
0,8939
2,8940
1,8941
4,8942
5,8943
3,8944
3,8945
2,8946
0,8947
0,8948
0,8949
0,8950
0,8951
3,8952
0,8953
6,8954
8,8955
0,8956
5,8957
2,8958
2,8959
5,8960
5,8961
2,8962
2,8963
8,8964
3,8965
0,8966
5,8967
8,8968
4,8969
5,8970
1,8971
2,8972
6,8973
0,8974
5,8975
5,8976
5,8977
2,8978
8,8979
0,8980
8,8981
6,8982
8,8983
8,8984
1,8985
5,8986
7,8987
3,8988
8,8989
6,8990
3,8991
3,8992
0,8993
7,8994
2,8995
4,8996
5,8997
8,8998
2,8999
0,9000
0,9001
1,9002
0,9003
8,9004
5,9005
2,9006
2,9007
5,9008
0,9009
5,9010
1,9011
8,9012
8,9013
5,9014
3,9015
4,9016
0,9017
4,9018
2,9019
3,9020
6,9021
8,9022
0,9023
0,9024
2,9025
0,9026
0,9027
8,9028
4,9029
0,9030
6,9031
5,9032
0,9033
0,9034
0,9035
0,9036
1,9037
2,9038
0,9039
5,9040
8,9041
3,9042
3,9043
5,9044
1,9045
0,9046
4,9047
5,9048
3,9049
2,9050
1,9051
5,9052
5,9053
3,9054
8,9055
0,9056
1,9057
0,9058
0,9059
0,9060
7,9061
4,9062
0,9063
2,9064
4,9065
0,9066
0,9067
5,9068
0,9069
5,9070
5,9071
8,9072
6,9073
5,9074
8,9075
3,9076
5,9077
8,9078
2,9079
0,9080
2,9081
8,9082
7,9083
5,9084
0,9085
8,9086
3,9087
2,9088
0,9089
7,9090
8,9091
0,9092
1,9093
4,9094
0,9095
3,9096
0,9097
5,9098
5,9099
0,9100
5,9101
3,9102
3,9103
8,9104
0,9105
8,9106
1,9107
5,9108
0,9109
7,9110
0,9111
0,9112
0,9113
6,9114
5,9115
2,9116
8,9117
8,9118
5,9119
7,9120
5,9121
2,9122
0,9123
5,9124
0,9125
8,9126
3,9127
3,9128
2,9129
6,9130
0,9131
5,9132
7,9133
8,9134
0,9135
5,9136
2,9137
6,9138
1,9139
0,9140
1,9141
0,9142
7,9143
8,9144
5,9145
2,9146
0,9147
2,9148
6,9149
7,9150
0,9151
8,9152
5,9153
8,9154
7,9155
8,9156
3,9157
5,9158
5,9159
0,9160
0,9161
0,9162
4,9163
2,9164
2,9165
4,9166
0,9167
7,9168
8,9169
0,9170
0,9171
3,9172
0,9173
0,9174
0,9175
5,9176
0,9177
3,9178
6,9179
0,9180
2,9181
5,9182
8,9183
0,9184
0,9185
8,9186
2,9187
0,9188
3,9189
2,9190
1,9191
5,9192
0,9193
8,9194
7,9195
6,9196
0,9197
2,9198
2,9199
0,9200
5,9201
1,9202
8,9203
5,9204
3,9205
5,9206
5,9207
3,9208
0,9209
5,9210
7,9211
1,9212
0,9213
0,9214
0,9215
0,9216
1,9217
0,9218
1,9219
2,9220
4,9221
8,9222
3,9223
8,9224
6,9225
1,9226
8,9227
2,9228
8,9229
0,9230
2,9231
5,9232
2,9233
6,9234
8,9235
0,9236
5,9237
0,9238
5,9239
4,9240
8,9241
2,9242
2,9243
5,9244
5,9245
5,9246
1,9247
3,9248
5,9249
0,9250
7,9251
4,9252
4,9253
2,9254
8,9255
0,9256
2,9257
3,9258
8,9259
0,9260
2,9261
8,9262
8,9263
5,9264
4,9265
6,9266
7,9267
5,9268
5,9269
3,9270
0,9271
6,9272
3,9273
8,9274
5,9275
3,9276
2,9277
7,9278
3,9279
8,9280
8,9281
5,9282
7,9283
5,9284
8,9285
8,9286
3,9287
2,9288
2,9289
3,9290
5,9291
0,9292
7,9293
5,9294
0,9295
6,9296
0,9297
0,9298
5,9299
6,9300
7,9301
5,9302
0,9303
7,9304
5,9305
0,9306
0,9307
2,9308
0,9309
0,9310
2,9311
1,9312
0,9313
0,9314
3,9315
6,9316
2,9317
0,9318
6,9319
3,9320
0,9321
0,9322
8,9323
0,9324
4,9325
5,9326
4,9327
6,9328
5,9329
3,9330
1,9331
0,9332
0,9333
8,9334
0,9335
3,9336
6,9337
0,9338
1,9339
0,9340
7,9341
3,9342
1,9343
1,9344
5,9345
0,9346
7,9347
6,9348
3,9349
4,9350
8,9351
3,9352
0,9353
8,9354
7,9355
8,9356
0,9357
0,9358
5,9359
2,9360
7,9361
8,9362
8,9363
0,9364
5,9365
5,9366
8,9367
5,9368
0,9369
8,9370
0,9371
4,9372
0,9373
7,9374
2,9375
2,9376
5,9377
8,9378
6,9379
0,9380
2,9381
2,9382
1,9383
0,9384
3,9385
5,9386
0,9387
0,9388
0,9389
2,9390
3,9391
5,9392
1,9393
0,9394
2,9395
5,9396
5,9397
7,9398
7,9399
8,9400
8,9401
6,9402
8,9403
0,9404
7,9405
0,9406
0,9407
6,9408
3,9409
8,9410
0,9411
0,9412
8,9413
2,9414
2,9415
4,9416
2,9417
8,9418
0,9419
0,9420
6,9421
0,9422
5,9423
8,9424
8,9425
0,9426
0,9427
2,9428
2,9429
3,9430
0,9431
8,9432
5,9433
2,9434
5,9435
5,9436
2,9437
8,9438
0,9439
8,9440
8,9441
1,9442
0,9443
0,9444
0,9445
0,9446
0,9447
5,9448
5,9449
0,9450
1,9451
0,9452
5,9453
0,9454
2,9455
5,9456
0,9457
5,9458
0,9459
5,9460
0,9461
2,9462
0,9463
8,9464
1,9465
3,9466
3,9467
0,9468
0,9469
7,9470
1,9471
5,9472
4,9473
5,9474
2,9475
2,9476
1,9477
1,9478
4,9479
8,9480
5,9481
0,9482
2,9483
3,9484
2,9485
0,9486
8,9487
1,9488
2,9489
8,9490
8,9491
7,9492
0,9493
5,9494
2,9495
3,9496
7,9497
8,9498
8,9499
6,9500
5,9501
8,9502
8,9503
0,9504
0,9505
0,9506
6,9507
3,9508
0,9509
7,9510
5,9511
0,9512
6,9513
8,9514
2,9515
6,9516
2,9517
2,9518
0,9519
2,9520
5,9521
8,9522
4,9523
2,9524
0,9525
5,9526
0,9527
8,9528
2,9529
0,9530
2,9531
0,9532
0,9533
2,9534
0,9535
3,9536
2,9537
1,9538
0,9539
8,9540
4,9541
6,9542
8,9543
3,9544
5,9545
2,9546
8,9547
2,9548
6,9549
0,9550
6,9551
2,9552
0,9553
0,9554
0,9555
2,9556
7,9557
5,9558
6,9559
2,9560
3,9561
0,9562
5,9563
0,9564
3,9565
4,9566
2,9567
0,9568
0,9569
6,9570
6,9571
0,9572
5,9573
0,9574
8,9575
6,9576
4,9577
0,9578
8,9579
8,9580
3,9581
0,9582
3,9583
1,9584
5,9585
0,9586
8,9587
7,9588
5,9589
2,9590
6,9591
0,9592
0,9593
6,9594
6,9595
2,9596
6,9597
8,9598
8,9599
6,9600
8,9601
5,9602
3,9603
0,9604
6,9605
0,9606
2,9607
8,9608
6,9609
5,9610
8,9611
3,9612
8,9613
5,9614
5,9615
6,9616
0,9617
0,9618
5,9619
8,9620
3,9621
8,9622
5,9623
0,9624
0,9625
2,9626
0,9627
0,9628
3,9629
8,9630
8,9631
6,9632
7,9633
0,9634
6,9635
0,9636
0,9637
2,9638
2,9639
0,9640
4,9641
5,9642
8,9643
0,9644
2,9645
8,9646
5,9647
4,9648
2,9649
3,9650
5,9651
2,9652
8,9653
5,9654
0,9655
0,9656
5,9657
0,9658
5,9659
1,9660
5,9661
1,9662
3,9663
0,9664
0,9665
5,9666
2,9667
5,9668
0,9669
5,9670
0,9671
5,9672
6,9673
5,9674
2,9675
8,9676
4,9677
5,9678
7,9679
6,9680
5,9681
5,9682
3,9683
3,9684
8,9685
5,9686
2,9687
0,9688
2,9689
0,9690
8,9691
8,9692
1,9693
3,9694
0,9695
2,9696
2,9697
5,9698
0,9699
0,9700
5,9701
2,9702
0,9703
0,9704
3,9705
3,9706
4,9707
2,9708
8,9709
2,9710
0,9711
0,9712
0,9713
6,9714
1,9715
4,9716
6,9717
2,9718
8,9719
2,9720
4,9721
5,9722
5,9723
0,9724
0,9725
5,9726
7,9727
5,9728
2,9729
3,9730
2,9731
2,9732
5,9733
5,9734
5,9735
8,9736
2,9737
3,9738
0,9739
0,9740
5,9741
0,9742
3,9743
0,9744
2,9745
0,9746
5,9747
2,9748
4,9749
2,9750
0,9751
0,9752
0,9753
8,9754
2,9755
7,9756
0,9757
1,9758
0,9759
8,9760
3,9761
8,9762
6,9763
5,9764
8,9765
8,9766
7,9767
5,9768
0,9769
0,9770
2,9771
0,9772
0,9773
3,9774
1,9775
5,9776
5,9777
0,9778
0,9779
0,9780
5,9781
5,9782
8,9783
8,9784
5,9785
3,9786
5,9787
5,9788
6,9789
0,9790
7,9791
2,9792
0,9793
0,9794
1,9795
3,9796
8,9797
2,9798
5,9799
8,9800
2,9801
6,9802
2,9803
6,9804
1,9805
3,9806
4,9807
0,9808
4,9809
0,9810
3,9811
0,9812
2,9813
8,9814
4,9815
7,9816
3,9817
8,9818
3,9819
0,9820
5,9821
2,9822
8,9823
7,9824
3,9825
0,9826
5,9827
3,9828
2,9829
2,9830
7,9831
0,9832
8,9833
8,9834
8,9835
7,9836
7,9837
7,9838
6,9839
4,9840
0,9841
8,9842
6,9843
0,9844
8,9845
3,9846
